LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-12-20 21:50:15,1900-01-00 00:00:00,,AE:88:8C:70:4E:E3,-59,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-78, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-75, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-78, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-78, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-78, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-78, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-78, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-54,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-54,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-54,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-55,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,AE:88:8C:70:4E:E3,-57,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-55,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,AE:88:8C:70:4E:E3,-57,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,A2:7E:8B:CB:72:3F,-59,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,A2:7E:8B:CB:72:3F,-56,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-56, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-54,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,AE:88:8C:70:4E:E3,-57,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,AE:88:8C:70:4E:E3,-57,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-57, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,CE:F5:3C:3F:BE:38,-54,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-54, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,A2:7E:8B:CB:72:3F,-55,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-55, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,AE:88:8C:70:4E:E3,-59,,0.000000,0.000000,0.000,0.000,Client
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-59, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-80, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
2024-12-20 21:50:15,1900-01-00 00:00:00,,DE:4E:9E:06:BD:41,-79, ,0.000000,0.000000,0.000,0.000,AP
